index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
6341,2011-09-26,winter,0,9,18,0,1,1,1,0.66,0.6061,0.83,0.1045,553
6364,2011-09-27,winter,0,9,17,0,2,1,2,0.66,0.5909,0.89,0.194,530
6388,2011-09-28,winter,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,591
6389,2011-09-28,winter,0,9,18,0,3,1,3,0.66,0.6061,0.83,0.2537,524
6403,2011-09-29,winter,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,431
6412,2011-09-29,winter,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,589
6413,2011-09-29,winter,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,584
6436,2011-09-30,winter,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,591
6437,2011-09-30,winter,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,511
6508,2011-10-03,winter,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,495
6532,2011-10-04,winter,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,585
6533,2011-10-04,winter,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,524
6556,2011-10-05,winter,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,591
6557,2011-10-05,winter,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,593
6580,2011-10-06,winter,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,568
6581,2011-10-06,winter,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,538
6604,2011-10-07,winter,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,563
6624,2011-10-08,winter,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,485
6626,2011-10-08,winter,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,496
6649,2011-10-09,winter,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,500
6652,2011-10-09,winter,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,438
6700,2011-10-11,winter,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,604
6701,2011-10-11,winter,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,539
6748,2011-10-13,winter,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,479
6772,2011-10-14,winter,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,481
6816,2011-10-16,winter,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,438
6844,2011-10-17,winter,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,620
6845,2011-10-17,winter,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0,518
6854,2011-10-18,winter,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,1
6859,2011-10-18,winter,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,499
6868,2011-10-18,winter,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,625
6869,2011-10-18,winter,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,570
6901,2011-10-20,winter,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,1
6915,2011-10-20,winter,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,494
6939,2011-10-21,winter,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,524
7011,2011-10-24,winter,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,614
7012,2011-10-24,winter,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,486
7035,2011-10-25,winter,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,585
7036,2011-10-25,winter,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,518
7118,2011-10-29,winter,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,1
7119,2011-10-29,winter,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,1
7179,2011-10-31,winter,0,10,17,0,1,1,1,0.42,0.4242,0.54,0.1343,486
7203,2011-11-01,winter,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,506
7227,2011-11-02,winter,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,553
7228,2011-11-02,winter,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,479
7251,2011-11-03,winter,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,498
7252,2011-11-03,winter,0,11,18,0,4,1,1,0.46,0.4545,0.63,0.1343,433
7275,2011-11-04,winter,0,11,17,0,5,1,1,0.42,0.4242,0.38,0.3582,480
7347,2011-11-07,winter,0,11,17,0,1,1,1,0.5,0.4848,0.45,0.1642,528
7356,2011-11-08,winter,0,11,2,0,2,1,1,0.32,0.3485,0.87,0.0,1
7371,2011-11-08,winter,0,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,499
7395,2011-11-09,winter,0,11,17,0,3,1,1,0.46,0.4545,0.63,0.1045,485
7410,2011-11-10,winter,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,436
7464,2011-11-12,winter,0,11,14,0,6,0,1,0.5,0.4848,0.36,0.2985,435
7515,2011-11-14,winter,0,11,17,0,1,1,1,0.62,0.6212,0.46,0.2537,519
7516,2011-11-14,winter,0,11,18,0,1,1,1,0.56,0.5303,0.56,0.2836,489
7530,2011-11-15,winter,0,11,8,0,2,1,2,0.54,0.5152,0.68,0.1045,480
7884,2011-11-30,winter,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,1
7909,2011-12-01,winter,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,1
7932,2011-12-02,winter,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,1
8053,2011-12-07,winter,0,12,4,0,3,1,3,0.46,0.4545,1.0,0.1642,1
8076,2011-12-08,winter,0,12,3,0,4,1,1,0.26,0.2273,0.6,0.2985,1
8317,2011-12-18,winter,0,12,4,0,0,0,1,0.22,0.2121,0.55,0.2239,1
8369,2011-12-20,winter,0,12,8,0,2,1,2,0.42,0.4242,0.54,0.0896,432
8378,2011-12-20,winter,0,12,17,0,2,1,1,0.4,0.4091,0.62,0.1642,431
8485,2011-12-25,spring,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,1
8486,2011-12-25,spring,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,1
8627,2011-12-31,spring,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1
8719,2012-01-04,spring,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,1
8720,2012-01-04,spring,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,1
8803,2012-01-07,spring,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,512
8892,2012-01-11,spring,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,499
8916,2012-01-12,spring,1,1,8,0,4,1,1,0.32,0.3182,0.81,0.194,508
8925,2012-01-12,spring,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,495
9055,2012-01-18,spring,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,1
9059,2012-01-18,spring,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,489
9079,2012-01-19,spring,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,1
9127,2012-01-21,spring,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,1
9129,2012-01-21,spring,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,1
9174,2012-01-23,spring,1,1,3,0,1,1,2,0.18,0.2424,0.86,0.0,1
9175,2012-01-23,spring,1,1,4,0,1,1,2,0.2,0.2576,0.8,0.0,1
9203,2012-01-24,spring,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,490
9212,2012-01-24,spring,1,1,17,0,2,1,1,0.42,0.4242,0.67,0.0896,515
9222,2012-01-25,spring,1,1,3,0,3,1,1,0.26,0.2576,0.75,0.194,1
9227,2012-01-25,spring,1,1,8,0,3,1,1,0.24,0.2273,0.7,0.2537,513
9237,2012-01-25,spring,1,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,439
9251,2012-01-26,spring,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,530
9347,2012-01-30,spring,1,1,8,0,1,1,1,0.2,0.197,0.47,0.2239,493
9356,2012-01-30,spring,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.194,438
9367,2012-01-31,spring,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.194,1
9371,2012-01-31,spring,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,512
9380,2012-01-31,spring,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,559
9381,2012-01-31,spring,1,1,18,0,2,1,1,0.54,0.5152,0.24,0.3582,502
9391,2012-02-01,spring,1,2,4,0,3,1,1,0.4,0.4091,0.5,0.1642,1
9395,2012-02-01,spring,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045,520
9404,2012-02-01,spring,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194,539
9405,2012-02-01,spring,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,526
9415,2012-02-02,spring,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,1
9452,2012-02-03,spring,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896,488
9523,2012-02-06,spring,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,430
9524,2012-02-06,spring,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,437
9538,2012-02-07,spring,1,2,8,0,2,1,1,0.3,0.3182,0.49,0.0,529
9547,2012-02-07,spring,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194,509
9548,2012-02-07,spring,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,518
9556,2012-02-08,spring,1,2,2,0,3,1,1,0.26,0.303,0.65,0.0,1
9557,2012-02-08,spring,1,2,3,0,3,1,1,0.26,0.303,0.65,0.0,1
9558,2012-02-08,spring,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,1
9562,2012-02-08,spring,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,508
9582,2012-02-09,spring,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,1
9586,2012-02-09,spring,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,484
9654,2012-02-12,spring,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164,1
9677,2012-02-13,spring,1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045,1
9706,2012-02-14,spring,1,2,8,0,2,1,2,0.24,0.2879,0.7,0.0,513
9715,2012-02-14,spring,1,2,17,0,2,1,1,0.42,0.4242,0.38,0.3582,523
9726,2012-02-15,spring,1,2,4,0,3,1,1,0.28,0.2879,0.7,0.1045,1
9730,2012-02-15,spring,1,2,8,0,3,1,1,0.32,0.2879,0.61,0.3582,515
9739,2012-02-15,spring,1,2,17,0,3,1,1,0.42,0.4242,0.38,0.194,487
9749,2012-02-16,spring,1,2,3,0,4,1,2,0.3,0.3333,0.61,0.0,1
9754,2012-02-16,spring,1,2,8,0,4,1,2,0.3,0.3182,0.7,0.0896,498
9773,2012-02-17,spring,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045,1
9774,2012-02-17,spring,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,1
9778,2012-02-17,spring,1,2,8,0,5,1,2,0.26,0.303,1.0,0.0,520
9799,2012-02-18,spring,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,1
9809,2012-02-18,spring,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,499
9881,2012-02-21,spring,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478,432
9896,2012-02-22,spring,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,576
9905,2012-02-22,spring,1,2,17,0,3,1,1,0.52,0.5,0.32,0.3881,529
9906,2012-02-22,spring,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,525
9916,2012-02-23,spring,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,1
9920,2012-02-23,spring,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194,560
9929,2012-02-23,spring,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,610
9930,2012-02-23,spring,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,522
10012,2012-02-27,spring,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,1
10016,2012-02-27,spring,1,2,8,0,1,1,1,0.24,0.2424,0.6,0.0,528
10025,2012-02-27,spring,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,529
10026,2012-02-27,spring,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,527
10040,2012-02-28,spring,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,559
10049,2012-02-28,spring,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,530
10087,2012-03-01,spring,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,594
10096,2012-03-01,spring,1,3,17,0,4,1,1,0.56,0.5303,0.35,0.2985,600
10097,2012-03-01,spring,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,525
10111,2012-03-02,spring,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,549
10141,2012-03-03,spring,1,3,14,0,6,0,2,0.46,0.4545,0.44,0.3582,430
10178,2012-03-05,spring,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,1
10179,2012-03-05,spring,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,1
10202,2012-03-06,spring,1,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,1
10207,2012-03-06,spring,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,501
10231,2012-03-07,spring,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,566
10240,2012-03-07,spring,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,612
10241,2012-03-07,spring,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,544
10255,2012-03-08,spring,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,585
10264,2012-03-08,spring,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,597
10265,2012-03-08,spring,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,590
10275,2012-03-09,spring,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,1
10279,2012-03-09,spring,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,501
10288,2012-03-09,spring,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,566
10332,2012-03-11,spring,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,501
10333,2012-03-11,spring,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,487
10334,2012-03-11,spring,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,509
10335,2012-03-11,spring,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,498
10350,2012-03-12,spring,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,564
10359,2012-03-12,spring,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,644
10360,2012-03-12,spring,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,712
10368,2012-03-13,spring,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,1
10370,2012-03-13,spring,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,1
10374,2012-03-13,spring,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,593
10383,2012-03-13,spring,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,676
10384,2012-03-13,spring,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,734
10385,2012-03-13,spring,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,479
10398,2012-03-14,spring,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,662
10407,2012-03-14,spring,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,782
10408,2012-03-14,spring,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,749
10422,2012-03-15,spring,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,623
10431,2012-03-15,spring,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,713
10432,2012-03-15,spring,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,746
10446,2012-03-16,spring,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,562
10473,2012-03-17,spring,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,585
10474,2012-03-17,spring,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,651
10475,2012-03-17,spring,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,686
10476,2012-03-17,spring,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,690
10477,2012-03-17,spring,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,679
10478,2012-03-17,spring,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,685
10479,2012-03-17,spring,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,648
10480,2012-03-17,spring,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,560
10498,2012-03-18,spring,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,503
10499,2012-03-18,spring,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,544
10500,2012-03-18,spring,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,521
10501,2012-03-18,spring,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,554
10502,2012-03-18,spring,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,541
10503,2012-03-18,spring,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,541
10518,2012-03-19,spring,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,579
10527,2012-03-19,spring,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,721
10528,2012-03-19,spring,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,801
10529,2012-03-19,spring,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,549
10542,2012-03-20,spring,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,516
10550,2012-03-20,spring,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,431
10551,2012-03-20,spring,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,750
10552,2012-03-20,spring,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,801
10553,2012-03-20,spring,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,555
10566,2012-03-21,summer,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045,535
10575,2012-03-21,summer,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,729
10576,2012-03-21,summer,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,779
10577,2012-03-21,summer,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,582
10590,2012-03-22,summer,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,649
10599,2012-03-22,summer,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,810
10600,2012-03-22,summer,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,801
10601,2012-03-22,summer,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,586
10614,2012-03-23,summer,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,662
10620,2012-03-23,summer,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,432
10622,2012-03-23,summer,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,589
10623,2012-03-23,summer,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,957
10624,2012-03-23,summer,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,830
10625,2012-03-23,summer,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,686
10670,2012-03-25,summer,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0,492
10672,2012-03-25,summer,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,491
10681,2012-03-26,summer,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,1
10686,2012-03-26,summer,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,657
10695,2012-03-26,summer,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,664
10696,2012-03-26,summer,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,684
10710,2012-03-27,summer,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,581
10719,2012-03-27,summer,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,614
10720,2012-03-27,summer,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,644
10730,2012-03-28,summer,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1
10734,2012-03-28,summer,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,658
10743,2012-03-28,summer,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,604
10744,2012-03-28,summer,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,641
10758,2012-03-29,summer,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,654
10767,2012-03-29,summer,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,703
10768,2012-03-29,summer,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,681
10782,2012-03-30,summer,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,593
10791,2012-03-30,summer,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,606
10792,2012-03-30,summer,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,560
10810,2012-03-31,summer,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,621
10811,2012-03-31,summer,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,638
10812,2012-03-31,summer,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,551
10813,2012-03-31,summer,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,605
10814,2012-03-31,summer,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,535
10815,2012-03-31,summer,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,543
10836,2012-04-01,summer,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,561
10837,2012-04-01,summer,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537,573
10838,2012-04-01,summer,1,4,16,0,0,0,1,0.52,0.5,0.52,0.2537,511
10839,2012-04-01,summer,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,555
10840,2012-04-01,summer,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,432
10853,2012-04-02,summer,1,4,8,0,1,1,1,0.36,0.3333,0.57,0.3284,589
10862,2012-04-02,summer,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,729
10863,2012-04-02,summer,1,4,18,0,1,1,1,0.5,0.4848,0.27,0.2537,618
10864,2012-04-02,summer,1,4,19,0,1,1,1,0.5,0.4848,0.27,0.2537,494
10873,2012-04-03,summer,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,1
10877,2012-04-03,summer,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,604
10885,2012-04-03,summer,1,4,16,0,2,1,1,0.62,0.6061,0.21,0.1642,485
10886,2012-04-03,summer,1,4,17,0,2,1,1,0.62,0.6061,0.17,0.194,757
10887,2012-04-03,summer,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,800
10888,2012-04-03,summer,1,4,19,0,2,1,1,0.56,0.5303,0.26,0.1045,558
10897,2012-04-04,summer,1,4,4,0,3,1,1,0.42,0.4242,0.67,0.0896,1
10901,2012-04-04,summer,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,684
10910,2012-04-04,summer,1,4,17,0,3,1,1,0.66,0.6212,0.41,0.2985,744
10911,2012-04-04,summer,1,4,18,0,3,1,1,0.66,0.6212,0.41,0.2537,759
10912,2012-04-04,summer,1,4,19,0,3,1,1,0.66,0.6212,0.39,0.2239,494
10921,2012-04-05,summer,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836,1
10925,2012-04-05,summer,1,4,8,0,4,1,1,0.36,0.3485,0.46,0.2239,638
10934,2012-04-05,summer,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,822
10935,2012-04-05,summer,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,698
10936,2012-04-05,summer,1,4,19,0,4,1,1,0.48,0.4697,0.31,0.2537,487
10949,2012-04-06,summer,1,4,8,0,5,1,1,0.3,0.2727,0.49,0.3284,508
10955,2012-04-06,summer,1,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,490
10956,2012-04-06,summer,1,4,15,0,5,1,1,0.5,0.4848,0.27,0.2836,537
10957,2012-04-06,summer,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,536
10958,2012-04-06,summer,1,4,17,0,5,1,1,0.52,0.5,0.23,0.4179,655
10959,2012-04-06,summer,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,484
10976,2012-04-07,summer,1,4,11,0,6,0,1,0.44,0.4394,0.24,0.2985,495
10977,2012-04-07,summer,1,4,12,0,6,0,1,0.46,0.4545,0.23,0.3881,590
10978,2012-04-07,summer,1,4,13,0,6,0,1,0.5,0.4848,0.22,0.194,643
10979,2012-04-07,summer,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,578
10980,2012-04-07,summer,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,626
10981,2012-04-07,summer,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,615
10982,2012-04-07,summer,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,567
10983,2012-04-07,summer,1,4,18,0,6,0,1,0.54,0.5152,0.18,0.2985,517
11002,2012-04-08,summer,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,483
11003,2012-04-08,summer,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,503
11004,2012-04-08,summer,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,486
11021,2012-04-09,summer,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.194,617
11030,2012-04-09,summer,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,632
11031,2012-04-09,summer,1,4,18,0,1,1,1,0.54,0.5152,0.34,0.2985,646
11045,2012-04-10,summer,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,692
11054,2012-04-10,summer,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,744
11055,2012-04-10,summer,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,704
11056,2012-04-10,summer,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,479
11068,2012-04-11,summer,1,4,8,0,3,1,1,0.3,0.2879,0.49,0.2239,595
11077,2012-04-11,summer,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,579
11078,2012-04-11,summer,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,585
11088,2012-04-12,summer,1,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,1
11092,2012-04-12,summer,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,624
11101,2012-04-12,summer,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,656
11102,2012-04-12,summer,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,610
11103,2012-04-12,summer,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,433
11116,2012-04-13,summer,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,563
11125,2012-04-13,summer,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,738
11126,2012-04-13,summer,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,671
